"","1","2","3","4","5","catch","name"
"1",31.1018135172822,23.0407901498514,17.0690371619174,12.6450537390452,36.143305428703,19,"name"
"2",30.3759911087222,18.8393149972791,13.956507815149,10.3392352865514,29.5525939685434,9,"name"
"3",29.9463183617935,20.234542037377,12.5495464461856,9.29693266862732,26.5733846550377,18,"name"
"4",29.1082676728062,17.5244252885774,11.8411457428103,7.34392743858283,20.9911177868906,7,"name"
"5",28.9351984512685,19.5560932036293,11.7736066651478,7.9553531796223,19.0366115767201,10,"name"
"6",28.7700481479869,18.6022283528005,12.5724698959725,7.56916597928268,17.3529375626664,8,"name"
"7",28.7081957579043,18.9945437785962,12.2815519462882,8.30058846671904,16.4540561193111,20,"name"
"8",27.6200657497734,15.5030088505592,10.257439471125,6.63228752261397,13.3680109104038,13,"name"
"9",26.9440807020192,16.2894530993609,9.14319096333909,6.04951779254161,11.7955520544167,18,"name"
"10",25.8179497527488,14.0892796663255,8.51788794973393,4.78104916436991,9.33133264108972,6,"name"
"11",26.256248327712,17.0085713509492,9.28185703292191,5.61148760222587,9.29707645915775,6,"name"
"12",27.0332568589182,17.453902210365,11.3064874079576,6.17013607432334,9.9105026726043,10,"name"
"13",27.1433887929244,16.8155107258776,10.8568598063681,7.03298020185793,10.0026480249537,13,"name"
"14",26.767530847839,15.9216399338551,9.86356232538999,6.36836520185703,9.99267780244956,10,"name"
"15",26.7146575052144,16.5143813188089,9.82294685987764,6.0853812153719,10.0940390984312,0,"name"
