"","1","2","3","4","5","catch","name"
"1",31.1018135172822,23.0407901498514,17.0690371619174,12.6450537390452,36.143305428703,58,"momoko_abe"
"2",27.5181798073859,10.4000025830394,7.70451140865376,5.70764243298208,16.3141310420657,10,"momoko_abe"
"3",26.3808049422816,16.9138346025748,6.3922804773834,4.73551784935443,13.5355113172259,10,"momoko_abe"
"4",26.6120329554483,16.23005029242,10.4057623274978,3.93267126830187,11.2407382154058,11,"momoko_abe"
"5",26.5275226342973,16.0646011721194,9.79742079034921,6.28153519736621,9.15956973994029,13,"momoko_abe"
"6",26.1648847045034,15.3194104226383,9.27716553197888,5.65792412053573,8.91710195387003,11,"momoko_abe"
"7",26.0380608685467,15.6263727534162,9.14916386333289,5.54057273078275,8.70459751310213,13,"momoko_abe"
"8",25.7086716764082,14.856926177108,8.9161734272585,5.22037538763106,8.12808003492256,14,"momoko_abe"
"9",25.1279309168926,14.1693927499341,8.18842858588447,4.91416922303635,7.35703150547117,13,"momoko_abe"
"10",24.691830232646,13.9612202452027,7.87259458715001,4.54953713967725,6.81794838621642,11,"momoko_abe"
"11",24.6842827590183,14.2938502679006,8.0820089018053,4.55736521709222,6.58052216051703,14,"momoko_abe"
"12",24.1939059748375,13.2355680830841,7.66427893559474,4.33352591656142,5.97207008715748,13,"momoko_abe"
"13",23.7293122417113,13.0929955559395,7.16268114261446,4.1476713246546,5.57707063995095,13,"momoko_abe"
"14",23.3351845168444,12.6937581276198,7.00396695277803,3.8316046012404,5.20215339976134,9,"momoko_abe"
"15",23.80151476028,13.8474247605185,7.53265355470197,4.1562519179457,5.36075830612371,0,"momoko_abe"
