"","1","2","3","4","5","catch","name"
"1",31.1018135172822,23.0407901498514,17.0690371619174,12.6450537390452,36.143305428703,1,"name"
"2",31.0693989270221,22.8185956146748,16.9044314017218,12.5231107926623,35.7947564033121,0,"name"
"3",31.0693955690568,23.0167538127315,16.9044144963632,12.5230982688641,35.7947206065435,0,"name"
"4",31.0769354752935,23.0167513250921,17.0512135532539,12.523085745079,35.794684809823,0,"name"
"5",31.082501629448,23.0223370194285,17.0512117103671,12.6318370524451,35.7946490131478,0,"name"
"6",31.0868255865152,23.0264605237216,17.0553496903685,12.6318356872024,35.8751873637955,0,"name"
"7",31.0901779684277,23.0296637866989,17.0584044544269,12.6349011751185,35.9348505703558,0,"name"
"8",31.0927782660569,23.0321472898188,17.060777487633,12.6371641977298,35.9813210837104,0,"name"
"9",31.0947957305331,23.0340736357552,17.0626173101554,12.638922182209,36.0174237390075,0,"name"
"10",31.0963613223255,23.0355682087041,17.0640443808973,12.6402851548934,36.0454715627511,0,"name"
"11",31.0975764469398,23.0367280264702,17.0651515866627,12.6413423538439,36.0672595948404,0,"name"
"12",31.0985196760197,23.0376282120246,17.0660107999372,12.6421625912287,36.0841837413253,0,"name"
"13",31.0992519195434,23.0383269726145,17.066677673131,12.6427991114414,36.0973290910647,0,"name"
"14",31.0998204143563,23.0388694314163,17.0671953271902,12.6432931427602,36.1075389412298,0,"name"
"15",31.1002618046676,23.0392905823109,17.0675971901527,12.6436766299357,36.1154685637351,0,"name"
